DataProvider, AccessionNumber, SpecimenType, TypeStatus, Exsiccata, Flags, Notes, SpecimenLinks, DuplicatesAt, OtherCatalogNumbers, AssignedReferenceNumbers, TaxonName_C1, Determiner_C1, DeterminersRefNo_C1, IdentificationType_C1, IdentificationDateISO_C1, IdentifiersNote_C1, PreferredName_C1, VernacularName_C1, PartAffected_C1, Substrate_C1, AssociationType_C1, Association_C1, PreviousIdentifications_C1, TaxonName_C2, Determiner_C2, DeterminersRefNo_C2, IdentificationType_C2, IdentificationDateISO_C2, IdentifiersNote_C2, PreferredName_C2, VernacularName_C2, PartAffected_C2, Substrate_C2, AssociationType_C2, Association_C2, PreviousIdentifications_C2, OtherComponents, Contributor, ContributorRefNo, Isolator, IsolationDate, ReceivedFrom, ReceivedDate, SpecimenEvents, Country_CE1, VerbatimCountry_CE1, LandDistrict_CE1, NZAreaCode_CE1, EcologicalDistrict_CE1, Locality_CE1, Collector_CE1, CollectionDate_CE1, CollectionDateISO_CE1, Habitat_CE1, MicroHabitat_CE1, Altitude_CE1, LocalHeight_CE1, GeoReference_CE1, DecimalLatitude_CE1, DecimalLongitude_CE1, Abundance_CE1, Method_CE1, Keywords_CE1, Context_CE1, Country_CE2, VerbatimCountry_CE2, LandDistrict_CE2, NZAreaCode_CE2, EcologicalDistrict_CE2, Locality_CE2, Collector_CE2, CollectionDate_CE2, CollectionDateISO_CE2, Habitat_CE2, MicroHabitat_CE2, Altitude_CE2, LocalHeight_CE2, GeoReference_CE2, DecimalLatitude_CE2, DecimalLongitude_CE2, Abundance_CE2, Method_CE2, Keywords_CE2, Context_CE2, OtherCollectionEvents, SpecimenId, DataAccessLevel, IsDeaccessioned
"International Collection Of Micro-organisms","ICMP 22017","Fungal Culture","","","MPI: Restricted Culture; Price Category: Category 1","Characterised as: Sequencing of ITS and LSU gene.; Other Details: This is a new record for New Zealand. The organism has been reported from Australia as a turf pathogen and as a root growth promoter from USA.","","","","","Phialocephala bamuru P.T.W. Wong & C. Dong 2015","B. Weir","","Determination","2016-03-20","","Phialocephala bamuru P.T.W. Wong & C. Dong","","","","","","",,,,,,,,,,,,,,"","M. Toome","T16-01152",,,,,"","New Zealand","","","","","Auckland","","","","","","","","","","","","","","Unknown",,,,,,,,,,,,,,,,,,,,,"","B2352313-6EA9-424B-97A5-2A6754E164FC","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17211","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45927","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Lens ","TaxonName: Fusarium oxysporum","Lens ","","","Determination","","","Lens","lentil","root","","","","","","P.R. Johnston","","","1989-05-01",,,"Via, actioned by M. Cromey on 1989-05-01; Ex, actioned by P. Broadhurst on 1989-05-01","New Zealand","New Zealand","","Marlborough","","Blenheim","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","149B59C9-A831-4D84-BFBF-63FB04E69279","Public","",
"International Collection Of Micro-organisms","ICMP 17288","Fungal Culture","","","Price Category: Category 1","","","","","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Lens culinaris","TaxonName: Fusarium oxysporum","Lens culinaris","","","Determination","","","Lens culinaris Medik.","","roots","","","","","","P.R. Johnston","","","1989-05-01",,,"Via, actioned by M. Cromey on 1989-05-01; Ex, actioned by P. Broadhurst on 1989-05-01","New Zealand","New Zealand","","Marlborough","","Blenheim","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","6BB48599-4809-42D0-B74F-DF4998C864EE","Public","",
"International Collection Of Micro-organisms","ICMP 12181","Bacterial Culture","","","Price Category: Category 1","Characterised as: A. tumefaciens (BIOLOG); Growth Conditions: Kings B or YNA @ 26 C for 3 days","","","","","Agrobacterium tumefaciens (Smith & Townsend 1907) Conn 1942","","","Determination","","","Rhizobium radiobacter (Beijerinck & van Delden 1902) Young et al. 2001","","","","isolated from","isolated from Vitis vinifera L.","TaxonName: Agrobacterium tumefaciens","Vitis vinifera L.","","","Determination","","","Vitis vinifera L.","grape","crown gall of roots at collar","","","","","","K. Knight","94-1679","","1994-01-01",,,"","New Zealand","New Zealand","","Marlborough","","Blenheim","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","25915FB1-8953-46FB-A636-C0CD1203A0A3","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17453","Chromist Culture","","","Price Category: Category 1","Characterised as: ITS sequence indicates Pythium irregulare clade (Park); Growth Conditions: PDA, V8A","","","","","Pythium Pringsh.","R.E. Beever","","Determination","2008-01-05","","Pythium Pringsh. 1858","","","","isolated from","isolated from Nothofagus solandri","TaxonName: Phytophthora sp.","Nothofagus solandri","","","Determination","","","Fuscospora solandri","black beech","fine roots of dead plant","","","","","","R.E. Beever","322-66","","2008-03-17",,,"","New Zealand","New Zealand","","Taupo","","Taupo","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","D7E49F54-3F22-4EAB-B355-BE9B7AB71E75","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17454","Chromist Culture","","","Price Category: Category 1","Characterised as: ITS sequence indicates Pythium irregulare/P.violae clade (Park)","","","","","Pythium Pringsh.","R.E. Beever","","Determination","","","Pythium Pringsh. 1858","","","","isolated from","isolated from Nothofagus solandri","TaxonName: Phytophthora sp.","Nothofagus solandri","","","Determination","","","Fuscospora solandri","black beech","fine roots of dead plant","","","","","","R.E. Beever","322-67","","2008-03-17",,,"","New Zealand","New Zealand","","Taupo","","Taupo","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","0CD94964-5AE6-48FF-96D9-FC9E8EF2D7E5","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17207","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45921","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Lens ","TaxonName: Fusarium oxysporum","Lens ","","","Determination","","","Lens","lentil","root","","","","","","P.R. Johnston","","","1989-05-01",,,"Via, actioned by M. Cromey on 1989-05-01; Ex, actioned by P. Broadhurst on 1989-05-01","New Zealand","New Zealand","","Marlborough","","Blenheim","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","C424811D-9A63-4695-9D4A-F4FA027CF752","Public","",
"International Collection Of Micro-organisms","ICMP 17208","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45924","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Lens ","TaxonName: Fusarium oxysporum","Lens ","","","Determination","","","Lens","lentil","root","","","","","","P.R. Johnston","","","1989-05-01",,,"Via, actioned by M. Cromey on 1989-05-01; Ex, actioned by P. Broadhurst on 1989-05-01","New Zealand","New Zealand","","Marlborough","","Blenheim","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","54CC188E-50F0-474E-A712-77863A1F92D2","Public","",
"International Collection Of Micro-organisms","ICMP 17209","Fungal Culture","","","Price Category: Category 1","","","","NRRL 45925","","Fusarium oxysporum Schltdl.","","","Determination","","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Lens ","TaxonName: Fusarium oxysporum","Lens ","","","Determination","","","Lens","lentil","root","","","","","","P.R. Johnston","","","1989-05-01",,,"Via, actioned by M. Cromey on 1989-05-01; Ex, actioned by P. Broadhurst on 1989-05-01","New Zealand","New Zealand","","Marlborough","","Blenheim","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","D6B72A84-C438-4D2C-B25B-97AB3A761A85","Public","",
"International Collection Of Micro-organisms","ICMP 8783","Bacterial Culture","","","Price Category: Category 1","","","","","PDDCC: PDDCC 8783","Pseudomonas syringae pv. persicae (Prunier et al. 1970) Young et al. 1978","","","Determination","","","Pseudomonas syringae pv. persicae (Prunier et al. 1970) Young et al.","","","","isolated from","isolated from Prunus persica (L.) Batsch var. nucipersica (Suckow) C.K. Schneid.","TaxonName: Pseudomonas syringae pv. persicae","Prunus persica (L.) Batsch var. nucipersica (Suckow) C.K. Schneid.","","","Determination","","","Prunus persica var. nucipersica (Suckow) C.K.Schneid.","Nectarine cv. Redgold","Root","","","","","","J.M. Young","3390","","1984-10-01",,,"","New Zealand","New Zealand","","Central Otago","","Earnscleugh","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","45B49E84-B33B-4C3F-836A-9750C933620B","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17679","Chromist Culture","","","Price Category: Category 1","Growth Conditions: seems to prefer CMDA to PDA","","","","","Pythium Pringsh.","C. F. Hill","","Determination","","","Pythium Pringsh. 1858","","","","isolated from","isolated from Pinus radiata","TaxonName: Pythium sp.","Pinus radiata","","","Determination","","","Pinus radiata D.Don","","roots/soil from under tree","","","","","","C. F. Hill","09/2008/3590-D","","2008-08-01",,,"","New Zealand","New Zealand","","Northland","","Kerikeri","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","20D522F1-2581-44DE-AED7-091E24763992","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17678","Chromist Culture","","","Price Category: Category 1","Other Details: obtained through bioassay of s(Hill)","","","","","Phytophthora citricola Sawada","C.F.Hill","","Determination","","","Phytophthora citricola Sawada 1927","","","","isolated from","isolated from Pinus radiata","TaxonName: Phytophthora citricola","Pinus radiata","","","Determination","","","Pinus radiata D.Don","","roots/soil collected around diseased tree","","","","","","C.F.Hill","09/2008/3590-B","","2008-08-01",,,"","New Zealand","New Zealand","","Northland","","Kerikeri","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","DAE5983F-8235-49C1-939F-2343F1327621","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17809","Chromist Culture","","","Price Category: Category 1","Other Details: isolated from soil/root mass using bioassay technique; Characterised as: identified by sequencing (Hill)","","","","","Phytophthora de Bary","","","Determination","","","Phytophthora de Bary 1876 [1875]","","","","isolated from","isolated from Pinus radiata","TaxonName: Phytophthora taxon Pgchlamydo","Pinus radiata","","","Determination","","","Pinus radiata D.Don","","roots/soil","","","","","","C.F. Hill","09/2008/3590C","","2008-08-01",,,"","New Zealand","New Zealand","","Northland","","Kerikeri","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","5DBD1D08-AC52-405D-95D3-F46129B69792","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 17874","Fungal Culture","","","Price Category: Category 1","","","","","","Fusarium solani (Mart.) Sacc.","C.F. Hill","","Determination","","","Fusarium solani (Mart.) Sacc.","","","","isolated from","isolated from Michelia yunnanensis","TaxonName: Fusarium solani","Michelia yunnanensis","","","Determination","","","Michelia yunnanensis","michelia","roots","","","","","","C.F. Hill","09/2009/637","","2009-02-01",,,"","New Zealand","New Zealand","","Northland","","Kerikeri","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","BB1A8718-A20A-404D-978A-5F5CD8DE3F14","Public","",
"International Collection Of Micro-organisms","ICMP 17869","Fungal Culture","","","Price Category: Category 1","","","","","","Cylindrocladium pacificum J.C. Kang, Crous & C.L. Schoch","C. F. Hill","","Determination","","","Calonectria pacifica (J.C. Kang, Crous & C.L. Schoch) L. Lombard, M.J. Wingf. & Crous","","","","isolated from","isolated from Michelia yunnanensis","TaxonName: Cylindrocladium pacificum","Michelia yunnanensis","","","Determination","","","Michelia yunnanensis","","roots of dying plants","","","","","","C. F. Hill","09/2009/637-A","","2009-01-01",,,"","New Zealand","New Zealand","","Northland","","Kerikeri","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","0B7977D2-0E9B-4A04-84D3-276FACB25FA5","Public","",
"International Collection Of Micro-organisms","ICMP 6802","Fungal Culture","","","Price Category: Category 1","","","","","PDDCC: PDDCC 6802","Paraphoma radicina (McAlpine) Morgan-Jones & J.F. White 1983","P.R. Johnston","","Determination","2016-01-00","redet based on DNA sequences","Paraphoma radicina (McAlpine) Morgan-Jones & J.F. White 1983","","","","isolated from","isolated from Medicago sativa L.","TaxonName: Phoma fimeti Brunaud; TaxonName: Phoma fimeti","Medicago sativa L.","","","Determination","","","Medicago sativa L.","lucerne, alfalfa","root","","","","","","P.R. Johnston","79.61","","1979-07-01",,,"","New Zealand","New Zealand","","Taupo","","Taupo","J.R. Rees-George","1979/09/00","1979-09-00","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","5C9B7E2C-C337-48F5-88DF-E0963FC5BA07","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 6662","Fungal Culture","","","Price Category: Category 1","","","","","PDDCC: PDDCC 6662","Phoma medicaginis Malbr. & Roum.","","","Determination","","determination confirmed using DNA seqeucnes [PRJ, Jan 2016]","Ascochyta medicaginicola Q. Chen & L. Cai","","","","isolated from","isolated from Medicago sativa L.","TaxonName: Phoma medicaginis","Medicago sativa L.","","","Determination","","","Medicago sativa L.","lucerne, alfalfa","root","","","","","","P.R. Johnston","79-60","","1979-01-01",,,"Via, actioned by J.R. Rees-George on 1979-01-01","New Zealand","New Zealand","","Taupo","","Taupo","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","555FF588-FDE5-4249-AF86-3D2BB838AAA0","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 6593","Fungal Culture","","","Price Category: Category 1","","","","","PDDCC: PDDCC 6593","Volutella ciliata (Alb. & Schwein.) Fr.","","","Determination","","","Volutella ciliata (Alb. & Schwein.) Fr. 1832","","","","isolated from","isolated from Medicago sativa L.","TaxonName: Volutella ciliata","Medicago sativa L.","","","Determination","","","Medicago sativa L.","lucerne, alfalfa","root","","","","","","P.R. Johnston","","","1979-01-01",,,"Via, actioned by J.R. Rees-George on 1979-01-01","New Zealand","New Zealand","","Taupo","","Taupo","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","0A3864BA-E316-4422-9DB9-E2631945F1FE","Public","",
"International Collection Of Micro-organisms","ICMP 6618","Fungal Culture","","","Price Category: Category 1","","","","ATCC 60441","PDDCC: PDDCC 6618","Paraconiothyrium Verkley","P.R. Johnston","","Determination","2015-06-00","redet based on DNA sequences, Unite SH186929.07FU","Paraconiothyrium Verkley","","","","isolated from","isolated from Medicago sativa L.","TaxonName: Phoma chrysanthemicola Hollós; TaxonName: Phoma chrysanthemicola","Medicago sativa L.","","","Determination","","","Medicago sativa L.","lucerne, alfalfa","root","","","","","","P.R. Johnston","78123","","1978-08-01",,,"Via, actioned by J.R. Rees-George on 1978-08-01","New Zealand","New Zealand","","Taupo","","Taupo","J.R. Rees-George","1978/08/00","1978-08-00","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","8079B71D-DA31-461F-8733-37A8EE31C02A","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19148","Fungal Culture","","","Price Category: Category 1","Characterised as: Identified by morphology","","","","","Fusarium oxysporum","I. Harvey","PZ1109","Determination","2011-04-11","","Fusarium oxysporum Schltdl.","","","","isolated from","isolated from Cymbidium sp.","","Cymbidium sp.","","","Determination","","","Cymbidium","Cymbidium orchid","Diseased roots with internal browning","","","","","","M. Romberg","PZ1109","I. Harvey","2011-03-28",,,"","New Zealand","New Zealand","","Northland","","Kerikeri","J. Rowe","28/3/2011","2011-03-28","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","30C2B82C-7A3D-410A-9E37-8DFE75D8D9AE","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 2262","Fungal Culture","","","Price Category: Category 1","","","","","PDDCC: PDDCC 2262","Nectria haematococca Berk. & Broome","","","Determination","","","Fusarium haematococcum Nalim, Samuels & Geiser","","","","isolated from","isolated from Passiflora mollissima (HBK) Bailey","TaxonName: Nectria haematococca","Passiflora mollissima (HBK) Bailey","","","Determination","","","Passiflora tripartita var. mollissima (Kunth) Holm-Niels. & P.Jørg.","banana passionfruit","root","","","","","","J.M. Dingley","6874","","1968-05-01",,,"","New Zealand","New Zealand","","Northland","","Kerikeri","","1968/05/00","1968-05-00","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","09CF52EE-6FED-43CF-A724-F01D110A3987","Public","",
"International Collection Of Micro-organisms","ICMP 14894","Bacterial Culture","","","Price Category: Category 1","Growth Conditions: YMA  26 C for 7 days ","","","","","Mesorhizobium Jarvis et al. 1997","A.F.R. Williams","","Determination","2016-12-20","A taxonomic group includes species/subspecies that are not distinguishable by 16S rRNA sequence
Mesorhizobium sangaii group
Members :
Mesorhizobium calcicola
Mesorhizobium kowhaii
Mesorhizobium newzealandense
Mesorhizobium sangaii
Mesorhizobium sophorae
Mesorhizobium waitakense","Mesorhizobium Jarvis et al. 1997","","","","isolated from","isolated from Sophora microphylla","TaxonName: Mesorhizobium Jarvis et al. 1997; TaxonName: Mesorhizobium sp.","Sophora microphylla","","","Determination","","","Sophora microphylla Aiton","","root nodule","","","","","","B. Weir","BSW27","","2002-12-17",,,"","New Zealand","New Zealand","","Auckland","","Kowhai Grove Track, Rangitoto Is.","S.R. Pennycook","16 Dec 2002","2002-12-16","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","3D7386F9-484F-4D15-B28B-23FF7F837338","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 4649","Bacterial Culture","","","Grade: b; Price Category: Category 1","","","","","NZRCCNo: NZRCC 10528; PDDCC: PDDCC 4649","Erwinia chrysanthemi Burkholder et al. 1953","","","Determination","","","Dickeya chrysanthemi (Burkholder et al. 1953) Samson et al. 2005","","","","isolated from","isolated from Daucus carota L. var. sativus Hoffm.","TaxonName: Erwinia chrysanthemi","Daucus carota L. var. sativus Hoffm.","","","Determination","","","Daucus carota var. sativus (L.) Schübl. & G.Martens","carrot","soft root rot","","","","","","D.R.W. Watson","F2126","","1976-02-01",,,"","New Zealand","New Zealand","","Auckland","","Auckland","","","","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","7E0ED1AA-71FB-486F-A6A6-C70CE001728E","Public","",
"International Collection Of Micro-organisms","ICMP 19550","Bacterial Culture","","","Price Category: Category 1","Characterised as: Identified by 16S rRNA sequencing; Growth Conditions: YMA, R2A @ 26 C for 7 days
","","","","","Mesorhizobium sp.","H.W. Tan","","Determination","","","Mesorhizobium Jarvis et al. 1997","","","","isolated from","isolated from Sophora microphylla ","","Sophora microphylla ","","","Determination","","","Sophora microphylla Aiton","Weeping kowhai","Root","","","","","","H.W. Tan","S8-Sm21","H.W. Tan","",,,"","New Zealand","New Zealand","","Buller","","Greymouth","H.W. Tan","2012","2012-00-00","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","87F2000C-E43E-4D0D-8A69-0ABB1A3C965E","Public","FALSE",
"International Collection Of Micro-organisms","ICMP 19551","Bacterial Culture","","","Price Category: Category 1","Characterised as: Identified by 16S rRNA sequencing; Growth Conditions: YMA, R2A @ 26 C for 7 days
","","","","","Mesorhizobium sp.","H.W. Tan","","Determination","","","Mesorhizobium Jarvis et al. 1997","","","","isolated from","isolated from Sophora microphylla ","","Sophora microphylla ","","","Determination","","","Sophora microphylla Aiton","Weeping kowhai","Root","","","","","","H.W. Tan","S1-Sm35","H.W. Tan","",,,"","New Zealand","New Zealand","","Mid Canterbury","","Rakaia River","H.W. Tan","2012","2012-00-00","","","","","","","","","","","Field",,,,,,,,,,,,,,,,,,,,,"","0D2BA05E-4CCA-4F98-9D24-482259037C0C","Public","FALSE",
